App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,Operating System,Usage_Intensity,Screen_Data_Ratio
0.6602112676056338,0.5727272727272728,0.6614641397250093,0.7303370786516854,0.44258872651356995,0.4634146341463415,1.0,0.0,0.4702075830315186,0.18337290382422974
0.03345070422535211,0.04545454545454544,0.09996283909327387,0.0,0.042171189979123176,0.26829268292682934,0.0,0.0,0.009873209580824797,0.25120952522560647
0.02112676056338028,0.03636363636363635,0.008175399479747311,0.033707865168539325,0.07098121085594991,0.26829268292682934,1.0,0.0,0.0017583742999535846,0.11095988074405341
0.06866197183098592,0.027272727272727282,0.04905239687848385,0.02247191011235955,0.025887265135699382,0.5853658536585367,0.0,0.0,0.01098391036695476,0.2843594411939736
0.36619718309859156,0.2727272727272727,0.4132292827945002,0.41573033707865165,0.23340292275574115,0.5609756097560976,1.0,0.0,0.18410303147343185,0.16858511231351328
0.7517605633802816,0.4818181818181818,0.7599405425492383,0.6292134831460674,0.40918580375782887,0.09756097560975613,0.0,0.0,0.5997247811066804,0.1543932182247015
0.4313380281690141,0.40909090909090906,0.4882943143812709,0.42696629213483145,0.23131524008350735,0.902439024390244,0.0,0.0,0.24501257514311495,0.3154132747115894
0.4471830985915493,0.2909090909090909,0.3931623931623932,0.5168539325842696,0.3281837160751566,0.8048780487804879,0.0,0.0,0.21217151885368002,0.08550418656349659
0.1619718309859155,0.1818181818181818,0.23039762170196953,0.24719101123595505,0.11315240083507308,0.6097560975609757,0.0,0.0,0.05759042866161403,0.29334924891420866
0.7024647887323944,0.5909090909090909,0.6016350798959494,0.5730337078651686,0.41753653444676414,0.6829268292682928,0.0,0.0,0.45942187092380715,0.2163286841306891
0.22711267605633806,0.24545454545454545,0.12188777406168712,0.25842696629213485,0.19749478079331945,0.2926829268292683,0.0,0.0,0.05063711423334542,0.19262360381964702
0.30281690140845074,0.3363636363636364,0.4496469713861019,0.43820224719101125,0.23256784968684763,0.6585365853658538,1.0,0.0,0.16653735783086407,0.23660108768022434
0.8151408450704225,0.9,0.9758454106280193,0.8764044943820224,0.8409185803757829,0.9512195121951221,0.0,0.0,0.8091740383996423,0.11225791673214555
0.5809859154929577,0.5727272727272728,0.6109253065774805,0.7752808988764044,0.4434237995824635,0.7804878048780488,0.0,0.0,0.3896577776723732,0.18269358993723703
0.8450704225352113,0.8818181818181817,0.791898922333705,0.898876404494382,0.6793319415448852,0.7073170731707319,0.0,0.0,0.6947306367076729,0.1775794924129435
0.6426056338028169,0.5727272727272728,0.7391304347826088,0.5730337078651686,0.39540709812108565,0.902439024390244,1.0,0.0,0.5050673252947282,0.22595779746858877
0.20950704225352113,0.24545454545454545,0.2121887774061687,0.2696629213483146,0.1490605427974948,0.8048780487804879,0.0,0.0,0.06752462232220599,0.29474169195783206
0.9242957746478873,0.9363636363636364,0.8272017837235228,0.898876404494382,0.7323590814196242,0.902439024390244,1.0,1.0,0.7863253365135402,0.1712824736499496
0.14964788732394368,0.22727272727272727,0.15013006317354144,0.1797752808988764,0.1640918580375783,0.8292682926829269,1.0,0.0,0.03991972688166943,0.23251851875082322
0.1267605633802817,0.1818181818181818,0.2185061315496098,0.3146067415730337,0.1862212943632568,0.2439024390243903,0.0,0.0,0.04533488729803259,0.13215904901245154
0.11795774647887323,0.15454545454545457,0.2660720921590487,0.30337078651685395,0.13611691022964512,0.5609756097560976,0.0,0.0,0.0498330278482671,0.184434270765206
0.0721830985915493,0.04545454545454544,0.10702341137123746,0.07865168539325842,0.06471816283924844,0.3658536585365854,0.0,0.0,0.01772829785528026,0.15419016138440597
0.176056338028169,0.1636363636363636,0.2824228911185433,0.15730337078651685,0.1991649269311065,0.4634146341463415,0.0,0.0,0.07203236221832979,0.09200855531790778
0.5651408450704225,0.4636363636363636,0.6090672612411743,0.7752808988764044,0.4960334029227558,0.07317073170731708,1.0,0.0,0.37877720144057947,0.08554263629521777
0.772887323943662,0.49090909090909096,0.5782237086584913,0.7640449438202246,0.4989561586638831,0.902439024390244,1.0,0.0,0.4861266865203726,0.09850659429979022
0.2130281690140845,0.24545454545454545,0.3024897807506503,0.24719101123595505,0.0910229645093946,0.5609756097560976,1.0,0.0,0.0892298727126735,0.5143136816639136
0.02112676056338028,0.054545454545454564,0.004830917874396143,0.10112359550561797,0.04384133611691023,0.8292682926829269,1.0,0.0,0.0015449300207684667,0.2726035387905892
0.8133802816901409,0.8181818181818182,0.8216276477146043,0.898876404494382,0.7791231732776619,0.3170731707317073,0.0,1.0,0.6922269014327872,0.10784029770404915
0.23239436619718312,0.22727272727272727,0.1705685618729097,0.29213483146067415,0.09853862212943634,0.8048780487804879,0.0,0.0,0.06368770730352115,0.4385386213870328
0.3257042253521127,0.3545454545454546,0.505388331475288,0.37078651685393255,0.3152400835073069,0.6097560975609757,0.0,0.0,0.19584698416785531,0.14769707575462973
0.019366197183098594,0.009090909090909094,0.032329988851727984,0.056179775280898875,0.014196242171189984,0.853658536585366,0.0,0.0,0.0030802606956476554,0.2938413916726157
0.028169014084507046,0.09090909090909091,0.002601263470828688,0.056179775280898875,0.005845511482254699,0.5853658536585367,0.0,0.0,0.0021005627475360732,0.8652969516278868
0.1778169014084507,0.12727272727272726,0.20698625046451136,0.1797752808988764,0.08475991649269313,0.5365853658536586,0.0,0.0,0.05761583869485034,0.2821119892639148
0.2200704225352113,0.12727272727272726,0.24228911185432922,0.32584269662921345,0.14154488517745303,0.8048780487804879,0.0,1.0,0.07757174946384829,0.12997678169070462
0.8485915492957746,0.8636363636363636,0.8309178743961353,0.8089887640449438,0.6647181628392484,0.5609756097560976,0.0,0.0,0.7278348280079551,0.17819219869261252
0.9242957746478873,0.7090909090909091,0.8316610925306578,0.9775280898876404,0.9603340292275574,0.09756097560975613,0.0,1.0,0.790086021432516,0.018534418340416248
0.8309859154929577,0.9,0.8078781122259383,0.9662921348314606,0.7653444676409187,0.5121951219512195,0.0,0.0,0.6959288609416169,0.1426039646281634
0.8961267605633803,0.6727272727272727,0.9267930137495356,0.8876404494382022,0.9657620041753655,0.1951219512195122,0.0,0.0,0.845053005329331,0.0068549420352745916
0.21478873239436624,0.1818181818181818,0.11705685618729099,0.1348314606741573,0.08517745302713989,0.09756097560975613,1.0,0.0,0.04703114818340849,0.40370865557751867
0.07746478873239436,0.054545454545454564,0.04979561501300632,0.033707865168539325,0.03340292275574113,0.21951219512195125,1.0,1.0,0.012292809412328043,0.3388509396293332
0.7288732394366197,0.6,0.7692307692307693,0.752808988764045,0.37578288100208773,0.26829268292682934,0.0,1.0,0.588764022103341,0.2653513308024593
0.11971830985915492,0.11818181818181817,0.11371237458193982,0.15730337078651685,0.12192066805845514,0.9268292682926831,0.0,1.0,0.027719522923802656,0.1547468969743808
0.8661971830985915,0.9909090909090909,0.927536231884058,0.8426966292134832,0.6517745302713988,0.2439024390243903,1.0,0.0,0.8188027469939931,0.23850682967139805
0.02112676056338028,0.07272727272727272,0.042735042735042736,0.056179775280898875,0.07599164926931107,0.07317073170731708,0.0,0.0,0.0039639651848664605,0.18582641710244888
0.755281690140845,0.5454545454545454,0.6243032329988852,0.6404494382022472,0.4129436325678497,0.6097560975609757,0.0,0.0,0.5077737761680993,0.19178170976732126
0.2130281690140845,0.12727272727272726,0.3054626532887402,0.3146067415730337,0.19582463465553238,0.3658536585365854,0.0,0.0,0.08991199093821749,0.052180368727131304
0.8221830985915493,0.7909090909090908,0.9565217391304347,0.943820224719101,0.8242171189979124,0.0,0.0,0.0,0.8011941586286262,0.08208660335586618
0.1971830985915493,0.22727272727272727,0.12002972872538091,0.16853932584269665,0.1118997912317328,0.5365853658536586,1.0,1.0,0.04418861246537177,0.3823992310486133
0.397887323943662,0.4363636363636363,0.3742103307320699,0.47191011235955055,0.30814196242171193,0.6097560975609757,0.0,1.0,0.1832966864187325,0.22243826560373317
0.9683098591549295,0.6545454545454544,0.8625046451133408,0.898876404494382,0.9018789144050104,0.7560975609756098,0.0,0.0,0.8531254905548084,0.016102267891291794
0.0,0.027272727272727282,0.09624674842066148,0.056179775280898875,0.06263048016701461,0.39024390243902446,0.0,0.0,0.0035777326796743447,0.11159878848336777
0.2570422535211268,0.2545454545454545,0.15793385358602752,0.29213483146067415,0.10855949895615868,0.7073170731707319,1.0,1.0,0.06632470408604628,0.4476061768409707
0.11443661971830986,0.2545454545454545,0.15458937198067635,0.1797752808988764,0.1490605427974948,0.5609756097560976,1.0,0.0,0.03259034396150324,0.3084462629661252
0.09154929577464789,0.054545454545454564,0.10702341137123746,0.033707865168539325,0.009185803757828813,0.2439024390243903,1.0,0.0,0.02139298931536336,0.5945977056192883
0.17957746478873238,0.23636363636363636,0.12114455592716462,0.24719101123595505,0.10104384133611694,0.7073170731707319,1.0,0.0,0.040883049475028715,0.44549197304905774
0.33274647887323944,0.38181818181818183,0.4489037532515794,0.3595505617977528,0.23089770354906058,0.7804878048780488,1.0,0.0,0.18080424449195182,0.2873880197094796
0.012323943661971828,0.03636363636363635,0.024897807506503153,0.0898876404494382,0.08058455114822546,0.024390243902439046,1.0,0.0,0.001783784333189908,0.08583958253411875
0.176056338028169,0.09090909090909091,0.11148272017837237,0.12359550561797752,0.20334029227557412,0.2926829268292683,1.0,1.0,0.03826525138428215,0.0013709600345376272
0.3433098591549296,0.2727272727272727,0.4154589371980676,0.42696629213483145,0.3402922755741128,0.9268292682926831,0.0,1.0,0.17448561622718603,0.06236113388038908
0.6707746478873239,0.5363636363636364,0.5641025641025641,0.6741573033707864,0.3849686847599165,0.6097560975609757,0.0,0.0,0.4164568927256157,0.21204630494681384
0.681338028169014,0.4727272727272728,0.6584912671869194,0.595505617977528,0.43131524008350736,0.4146341463414634,1.0,0.0,0.482431503020406,0.1317345058098934
0.7235915492957746,0.5545454545454545,0.6042363433667781,0.7191011235955056,0.5507306889352819,0.9512195121951221,0.0,0.0,0.4741817122296796,0.1024343713534133
0.4014084507042254,0.3545454545454546,0.4808621330360461,0.5168539325842696,0.34864300626304806,0.5365853658536586,1.0,0.0,0.22658634837494368,0.1169913605219092
0.7095070422535211,0.5272727272727272,0.6655518394648829,0.7303370786516854,0.5002087682672234,0.34146341463414637,0.0,0.0,0.5058149449392814,0.11717216583423543
0.9559859154929577,0.890909090909091,0.8952062430323301,0.9662921348314606,0.8417536534446765,0.3658536585365854,1.0,1.0,0.8712304215693915,0.10897652297661128
0.48943661971830993,0.6090909090909091,0.6213303604607953,0.7078651685393258,0.5549060542797495,0.4634146341463415,1.0,1.0,0.33738764530304005,0.12665015202091687
0.19366197183098594,0.2545454545454545,0.3102935711631364,0.29213483146067415,0.1686847599164927,0.853658536585366,0.0,1.0,0.08395813781724427,0.26016941124854787
0.02464788732394367,0.009090909090909094,0.08509847640282424,0.07865168539325842,0.054279749478079335,0.1951219512195122,0.0,0.0,0.007267269505588512,0.08529114534610568
0.8186619718309859,0.7181818181818183,0.9728725380899294,0.8314606741573034,0.8977035490605428,0.3170731707317073,1.0,0.0,0.8102446477999994,0.03670280747367416
0.9295774647887324,0.8,0.9152731326644371,0.8202247191011236,0.6037578288100209,0.17073170731707316,1.0,1.0,0.865282779789876,0.18651185519575894
0.028169014084507046,0.009090909090909094,0.08695652173913045,0.0898876404494382,0.027139874739039664,0.2439024390243903,1.0,0.0,0.007996819793173623,0.20044119144838565
0.5123239436619718,0.6272727272727273,0.6900780379041249,0.6067415730337078,0.5832985386221294,0.6585365853658538,0.0,1.0,0.38541091411747563,0.11968863827856632
0.1742957746478873,0.21818181818181817,0.28130806391675955,0.19101123595505615,0.19958246346555325,0.43902439024390244,1.0,0.0,0.07121415914812015,0.15658735048524416
0.8609154929577465,0.9,0.8431809736157563,0.9325842696629212,0.8605427974947808,0.7073170731707319,1.0,0.0,0.7475377677794003,0.10520823487086331
0.8397887323943661,0.7818181818181817,0.8561872909698997,0.9550561797752808,0.6016701461377871,0.7317073170731709,0.0,1.0,0.7401366720987671,0.17963749711615665
0.13028169014084506,0.1727272727272727,0.13043478260869568,0.28089887640449435,0.09185803757828812,0.2926829268292683,0.0,0.0,0.032422073074738246,0.35367559019473394
0.8485915492957746,0.8636363636363636,0.7829803047194351,0.8876404494382022,0.6250521920668058,0.3658536585365854,0.0,0.0,0.6905396752258952,0.20137930196383427
0.05985915492957747,0.06363636363636363,0.10516536603493125,0.033707865168539325,0.0020876826722338246,0.853658536585366,0.0,0.0,0.015215527901910495,0.779985020992215
0.9612676056338028,0.8272727272727273,0.7971014492753623,0.8202247191011236,0.9273486430062631,0.3658536585365854,0.0,0.0,0.7899572772641188,0.06164604530730902
0.897887323943662,0.890909090909091,0.9739873652917131,0.898876404494382,0.7448851774530272,0.5365853658536586,0.0,0.0,0.8853567060465716,0.1484797123415005
0.9242957746478873,0.7727272727272727,0.9487179487179488,0.9550561797752808,0.6108559498956159,0.14634146341463422,0.0,0.0,0.8888040005556328,0.1701053571557168
0.8697183098591549,0.7181818181818183,0.835005574136009,0.8764044943820224,0.679749478079332,0.04878048780487804,1.0,0.0,0.7482870814261692,0.1118003157079002
0.5264084507042254,0.5272727272727272,0.5908584169453734,0.6629213483146068,0.5348643006263049,0.12195121951219517,0.0,0.0,0.3455617706614627,0.09741171287310099
0.007042253521126765,0.018181818181818174,0.08026755852842811,0.0,0.02839248434237996,0.04878048780487804,1.0,0.0,0.004019302590581121,0.2300657340415008
0.8961267605633803,0.9909090909090909,0.9479747305834262,0.8202247191011236,0.7954070981210857,0.902439024390244,0.0,1.0,0.862401282020877,0.1612722743093347
0.45422535211267606,0.4,0.4362690449646971,0.43820224719101125,0.2776617954070981,0.43902439024390244,1.0,0.0,0.23410771821289547,0.23092978320046662
0.7183098591549295,0.5,0.5748792270531401,0.6067415730337078,0.4271398747390397,0.7560975609756098,1.0,0.0,0.4513770544011872,0.1515861287255539
0.3996478873239437,0.3727272727272727,0.5165366034931252,0.40449438202247184,0.2784968684759917,0.8292682926829269,1.0,0.0,0.23961661341853038,0.2052170267997606
0.8714788732394366,0.890909090909091,0.7963582311408398,1.0,0.6350730688935282,0.9512195121951221,0.0,0.0,0.7188955783154165,0.20691091914113494
0.21478873239436624,0.20909090909090908,0.32441471571906355,0.21348314606741575,0.14989561586638833,0.5853658536585367,1.0,1.0,0.09492397882723097,0.23796561206633146
0.13380281690140844,0.2727272727272727,0.31809736157562246,0.14606741573033705,0.1632567849686848,0.0,0.0,0.0,0.06338617490911677,0.2981262216400421
0.07394366197183098,0.027272727272727282,0.05908584169453736,0.033707865168539325,0.04050104384133612,0.34146341463414637,0.0,0.0,0.01281682076440156,0.19743923779895003
0.221830985915493,0.2545454545454545,0.20958751393534003,0.2696629213483146,0.17035490605427978,0.1951219512195122,0.0,0.0,0.07035868802916394,0.25647080579572934
0.13204225352112675,0.2545454545454545,0.24712002972872538,0.20224719101123595,0.16158663883089772,0.8048780487804879,0.0,0.0,0.0514078852415139,0.27656215898764713
0.3433098591549296,0.40909090909090906,0.4548494983277592,0.38202247191011235,0.32275574112734867,0.7804878048780488,1.0,0.0,0.18795293384243747,0.18347809719643757
0.9683098591549295,0.6818181818181818,0.8762541806020067,0.8651685393258426,0.7068893528183716,0.8292682926829269,0.0,0.0,0.8652432530715085,0.0860293165575888
0.01056338028169014,0.04545454545454544,0.002972872538089935,0.056179775280898875,0.07098121085594991,0.6585365853658538,0.0,0.0,0.00037606849189758713,0.13405183189355854
0.36619718309859156,0.3727272727272727,0.41099962839093274,0.39325842696629215,0.3503131524008351,0.21951219512195125,0.0,0.0,0.1832966864187325,0.1289774859403233
0.1602112676056338,0.1,0.3292456335934597,0.12359550561797752,0.19874739039665973,0.0,0.0,0.0,0.07524419041940107,0.01631877525566719
0.19190140845070425,0.1818181818181818,0.14678558156819027,0.30337078651685395,0.17160751565762006,0.1951219512195122,1.0,0.0,0.0487810524722833,0.15561629989309636
0.15845070422535212,0.20909090909090908,0.1605351170568562,0.28089887640449435,0.20083507306889356,0.1951219512195122,0.0,0.0,0.04381028530385318,0.14389754394189194
0.8996478873239436,0.7636363636363637,0.7989594946116685,0.9325842696629212,0.7135699373695199,0.853658536585366,1.0,0.0,0.7431237626725482,0.11470658804976777
0.8820422535211268,0.8,0.9672984020810108,1.0,0.6388308977035491,0.6585365853658538,1.0,0.0,0.8651049095572217,0.16599593333062654
0.221830985915493,0.1090909090909091,0.22073578595317728,0.30337078651685395,0.13653444676409188,0.9512195121951221,1.0,1.0,0.07300133148574157,0.11020804977639512
0.05985915492957747,0.07272727272727272,0.018208844295800816,0.056179775280898875,0.07181628392484343,0.9268292682926831,0.0,0.0,0.006759068840862045,0.20030473900977494
0.9313380281690141,0.6545454545454544,0.8606465997770346,0.8314606741573034,0.8350730688935283,0.09756097560975613,1.0,1.0,0.8204436704736544,0.033481608128310136
0.39084507042253525,0.2909090909090909,0.42251950947603123,0.39325842696629215,0.2359081419624217,0.7804878048780488,1.0,0.0,0.19883859208087845,0.18403830099862498
0.176056338028169,0.20000000000000004,0.3296172426607209,0.30337078651685395,0.1444676409185804,0.6585365853658538,0.0,0.0,0.08135502107903424,0.23696273222798994
0.7676056338028169,0.5545454545454545,0.6250464511334076,0.7078651685393258,0.5674321503131524,0.878048780487805,0.0,0.0,0.516134241770255,0.09382255721654789
0.7711267605633803,0.5727272727272728,0.6075808249721293,0.6067415730337078,0.46221294363256793,0.09756097560975613,0.0,0.0,0.5059544177883786,0.16800272536047553
0.7288732394366197,0.4636363636363636,0.7160906726124118,0.7078651685393258,0.4559498956158664,0.17073170731707316,1.0,0.0,0.5529121592091043,0.10947194749006853
0.7940140845070423,0.9,0.910442214790041,0.8539325842696628,0.7995824634655533,0.0,0.0,0.0,0.7415314005897388,0.1281815787024306
0.6866197183098591,0.6090909090909091,0.6373095503530286,0.7191011235955056,0.4530271398747391,0.14634146341463422,1.0,0.0,0.47242672593415747,0.19627181137972502
0.2834507042253521,0.42727272727272725,0.4132292827945002,0.48314606741573035,0.3711899791231733,0.024390243902439046,1.0,1.0,0.14657636505521884,0.14990427013228122
0.22359154929577468,0.13636363636363638,0.3002601263470829,0.2247191011235955,0.11315240083507308,0.4634146341463415,1.0,0.0,0.0924789689624914,0.2090698015370042
0.27992957746478875,0.34545454545454546,0.5124489037532516,0.550561797752809,0.28935281837160753,0.9512195121951221,0.0,0.0,0.17347429690438038,0.16781945895137748
0.8591549295774648,0.7818181818181817,0.9855072463768116,0.9325842696629212,0.8446764091858038,0.39024390243902446,1.0,1.0,0.8581126330779908,0.07233571409887926
0.028169014084507046,0.09090909090909091,0.0575994054254924,0.0449438202247191,0.0012526096033402961,0.9756097560975612,0.0,0.0,0.005944818442489189,0.9771258974462447
0.7799295774647887,0.6272727272727273,0.73950204384987,0.5842696629213482,0.5720250521920669,0.6341463414634148,0.0,0.0,0.6062393489610686,0.12577447262204547
0.30457746478873243,0.30000000000000004,0.4652545522110739,0.49438202247191004,0.2237995824634656,0.17073170731707316,1.0,0.0,0.17220548924477994,0.2118923057214677
0.4137323943661972,0.34545454545454546,0.5455221107395021,0.46067415730337075,0.25929018789144054,0.902439024390244,1.0,0.0,0.2589316266825677,0.20562412247296383
0.4366197183098592,0.3363636363636364,0.43924191750278707,0.5056179775280898,0.3402922755741128,0.07317073170731708,0.0,0.0,0.22702904762066095,0.11043163349553534
0.8468309859154929,0.890909090909091,0.8955778520995913,0.9775280898876404,0.975365344467641,1.0,1.0,0.0,0.7766085398039702,0.06682102208927979
0.1602112676056338,0.24545454545454545,0.11780007432181346,0.29213483146067415,0.1549060542797495,0.7073170731707319,0.0,0.0,0.03636740423523141,0.27976496667872675
0.07570422535211267,0.018181818181818174,0.002229654403567455,0.056179775280898875,0.0722338204592902,0.5121951219512195,1.0,1.0,0.006770362188967077,0.06176398481684689
0.16901408450704225,0.1090909090909091,0.32887402452619846,0.20224719101123595,0.20751565762004176,0.17073170731707316,0.0,0.0,0.07852716671353406,0.01882299565752804
0.4735915492957747,0.4363636363636363,0.41954663693794125,0.34831460674157305,0.36868475991649274,0.6341463414634148,1.0,1.0,0.23567805826690025,0.15850213311068154
0.1267605633802817,0.26363636363636367,0.1653660349312523,0.29213483146067415,0.12776617954070982,0.7560975609756098,1.0,0.0,0.03709864852503227,0.38879726853553165
0.2341549295774648,0.19090909090909094,0.1181716833890747,0.12359550561797752,0.13235908141962424,0.12195121951219517,0.0,0.0,0.05113966822401937,0.25297538031350975
0.3433098591549296,0.4181818181818181,0.4035674470457079,0.5056179775280898,0.3603340292275574,0.43902439024390244,1.0,0.0,0.1704200109093743,0.15312779153880177
0.8926056338028169,0.7363636363636363,0.9498327759197324,0.8539325842696628,0.858455114822547,0.09756097560975613,0.0,0.0,0.8606954217896118,0.053385090082735204
0.09507042253521127,0.018181818181818174,0.04199182460052027,0.0,0.018371607515657626,0.7804878048780488,0.0,0.0,0.013758685996361283,0.3022931902685242
0.6320422535211268,0.4636363636363636,0.6633221850613155,0.6404494382022472,0.5348643006263049,0.2926829268292683,0.0,0.0,0.45249566053099066,0.06552680055611812
0.27992957746478875,0.4,0.5395763656633222,0.48314606741573035,0.2826722338204593,0.7560975609756098,1.0,1.0,0.18126501309463713,0.22411044137662842
0.7429577464788732,0.5272727272727272,0.7748049052396878,0.752808988764045,0.5653444676409186,0.902439024390244,1.0,0.0,0.603307595793002,0.08189286742339977
0.6161971830985915,0.6,0.7625418060200669,0.752808988764045,0.4546972860125261,0.2926829268292683,0.0,0.0,0.49918066759497987,0.18961199623649524
0.9066901408450704,0.9545454545454545,0.9695280564845782,0.8651685393258426,0.6743215031315241,0.07317073170731708,1.0,0.0,0.8899163953439785,0.20965848219388808
0.6267605633802816,0.6090909090909091,0.673355629877369,0.696629213483146,0.46221294363256793,0.8048780487804879,0.0,1.0,0.4548452416042427,0.18884273416647515
0.15140845070422537,0.26363636363636367,0.3084355258268302,0.1797752808988764,0.1653444676409186,0.4146341463414634,1.0,0.0,0.06822198656769177,0.28037798326577323
0.3080985915492958,0.40909090909090906,0.5191378669639539,0.43820224719101125,0.2617954070981211,0.43902439024390244,0.0,0.0,0.19074521416140683,0.26263920370552873
0.08802816901408451,0.009090909090909094,0.042735042735042736,0.0898876404494382,0.08183716075156577,0.43902439024390244,0.0,0.0,0.012911684888483837,0.019596074022098425
0.420774647887324,0.44545454545454544,0.5068747677443329,0.3595505617977528,0.2200417536534447,0.34146341463414637,1.0,0.0,0.24713233658242958,0.3780567823733292
0.015845070422535218,0.07272727272727272,0.024526198439241934,0.011235955056179775,0.0012526096033402961,0.024390243902439046,0.0,0.0,0.002178486849460799,0.8581805641667186
0.125,0.20000000000000004,0.11185432924563361,0.20224719101123595,0.1315240083507307,0.6097560975609757,0.0,0.0,0.028464319231329555,0.2702832948951843
0.34154929577464793,0.31818181818181823,0.4994425863991081,0.5280898876404494,0.2350730688935282,1.0,0.0,0.0,0.20226951123518738,0.21362544734117747
0.9154929577464789,0.7727272727272727,0.9713861018208844,0.9101123595505618,0.769937369519833,0.04878048780487804,0.0,1.0,0.899687964791858,0.09526873982428183
0.31338028169014087,0.3363636363636364,0.4979561501300632,0.39325842696629215,0.31691022964509397,0.902439024390244,0.0,0.0,0.18692862716931102,0.13139974005620234
0.08626760563380283,0.08181818181818182,0.07097733184689707,0.0449438202247191,0.01085594989561587,0.902439024390244,0.0,0.0,0.01606648168162471,0.7161838097089894
0.11267605633802817,0.19090909090909094,0.28836863619472314,0.3146067415730337,0.16158663883089772,0.17073170731707316,0.0,0.0,0.05129325775824782,0.18650354950457723
0.6144366197183099,0.5909090909090909,0.5652173913043478,0.651685393258427,0.4062630480167015,0.853658536585366,1.0,0.0,0.3842126898835317,0.22708492504700142
0.9788732394366197,0.7545454545454546,0.7807506503158678,0.943820224719101,0.931106471816284,0.07317073170731708,0.0,0.0,0.7892153042936181,0.03897198502594337
0.29401408450704225,0.3090909090909091,0.5065031586770717,0.38202247191011235,0.21127348643006266,0.6097560975609757,1.0,0.0,0.17928811250885118,0.24314139422053097
0.971830985915493,0.6727272727272727,0.8777406168710516,0.9101123595505618,0.9983298538622131,0.902439024390244,1.0,0.0,0.8695618293868729,0.0
0.295774647887324,0.4,0.46153846153846156,0.48314606741573035,0.22254697286012526,0.853658536585366,0.0,1.0,0.16669998204357653,0.32292656440885026
0.4366197183098592,0.3909090909090909,0.3961352657004831,0.5168539325842696,0.3306889352818372,0.5365853658536586,1.0,0.0,0.20881965313610631,0.1609881413908583
0.33978873239436624,0.42727272727272725,0.3690078037904125,0.38202247191011235,0.2709812108559499,0.5121951219512195,0.0,0.0,0.15714185687488214,0.26551013358375974
0.41725352112676056,0.3090909090909091,0.4470457079152731,0.550561797752809,0.36283924843423804,0.48780487804878053,1.0,1.0,0.2209775070385792,0.07304346712819934
